秋窍款靛	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	33	33	1	1	1	10	33	-1	-1	0	1	14820	18047	18068	18312	18313						1	12	8	1	1						16919	14420	14820	18312	18313	1	200	200	120	80	0	0	0	0	0
啊冯	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	34	34	1	1	1	10	34	-1	-1	0	1	14821	18005	18068	18310	18313						1	8	12	1	1						16920	14420	14821	18310	18313	1	200	200	80	120	0	0	0	0	0
粱厚	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	101	101	1	1	1	10	101	-1	-1	0	1	14822	18068	18005	18313	18310						1	8	12	1	1						16921	14470	14822	18313	18310	1	200	200	80	120	0	0	0	0	0
扼技捣	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	102	102	1	1	1	10	102	-1	-1	0	1	14823	18026	18047	18311	18312						1	12	8	1	1						16922	14470	14823	18311	18312	1	200	200	120	80	0	0	0	0	0
客捞飘	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	103	103	1	1	1	10	103	-1	-1	0	1	14824	18047	18068	18312	18313						1	12	8	1	1						16923	14470	14824	18312	18313	1	200	200	120	80	0	0	0	0	0
啊胶飘	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	104	104	1	1	1	10	104	-1	-1	0	1	14825	18005	18026	18310	18311						1	12	8	1	1						16924	14470	14825	18310	18311	1	200	200	120	80	0	0	0	0	0
赣固	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	105	105	1	1	1	10	105	-1	-1	0	1	14826	18047	18068	18312	18313						1	10	10	1	1						16925	14470	14826	18312	18313	1	200	200	100	100	0	0	0	0	0
胶奶饭沛	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	111	111	1	1	1	10	111	-1	-1	0	1	14827	18068	18005	18313	18310						1	6	14	1	1						16926	14470	14827	18313	18310	1	200	200	60	140	0	0	0	0	0
墨肯铆	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	112	112	1	1	1	10	112	-1	-1	0	1	14828	18047	18068	18312	18313						1	14	6	1	1						16927	14470	14828	18312	18313	1	200	200	140	60	0	0	0	0	0
胶颇配捞	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	113	113	1	1	1	10	113	-1	-1	0	1	14829	18026	18047	18311	18312						1	14	6	1	1						16928	14470	14829	18311	18312	1	200	200	140	60	0	0	0	0	0
鞠靛夯	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	114	114	1	1	1	10	114	-1	-1	0	1	14830	18005	18026	18310	18311						1	14	6	1	1						16929	14470	14830	18310	18311	1	200	200	140	60	0	0	0	0	0
骷髅海盗	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	115	115	1	1	1	10	115	-1	-1	0	1	14831	18005	18026	18310	18311						1	10	10	1	1						16930	14470	14831	18310	18311	1	200	200	100	100	0	0	0	0	0
绊胶飘	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	121	121	1	1	1	10	121	-1	-1	0	1	14832	18026	18005	18311	18310						1	4	16	1	1						16931	14470	14832	18311	18310	1	200	200	40	160	0	0	0	0	0
胶棋磐	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	122	122	1	1	1	10	122	-1	-1	0	1	14833	18047	18068	18312	18313						1	16	4	1	1						16932	14470	14833	18312	18313	1	200	200	160	40	0	0	0	0	0
埔乓	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	123	123	1	1	1	10	123	-1	-1	0	1	14834	18068	18047	18313	18312						1	4	16	1	1						16933	14470	14834	18313	18312	1	200	200	40	160	0	0	0	0	0
饭滚惩飘	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	124	124	1	1	1	10	124	-1	-1	0	1	14835	18005	18026	18310	18311						1	16	4	1	1						16934	14470	14835	18310	18311	1	200	200	160	40	0	0	0	0	0
府撇 啊绊老	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	201	201	1	1	1	10	201	-1	-1	0	1	14836	18005	18026	18310	18311						1	10	10	1	1						16935	14460	14836	18310	18311	1	200	200	100	100	0	0	0	0	0
烙橇	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	202	202	1	1	1	10	202	-1	-1	0	1	14837	18047	18068	18312	18313						1	14	6	1	1						16936	14460	14837	18312	18313	1	200	200	140	60	0	0	0	0	0
胶颇捞宏	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	203	203	1	1	1	10	203	-1	-1	0	1	14838	18026	18005	18311	18310						1	6	14	1	1						16937	14460	14838	18311	18310	1	200	200	60	140	0	0	0	0	0
弊方赴	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	204	204	1	1	1	10	204	-1	-1	0	1	14839	18005	18068	18310	18313						1	14	6	1	1						16938	14460	14839	18310	18313	1	200	200	140	60	0	0	0	0	0
悔鹅啊绊	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	205	205	1	1	1	10	205	-1	-1	0	1	14840	18068	18047	18313	18312						1	6	14	1	1						16939	14460	14840	18313	18312	1	200	200	60	140	0	0	0	0	0
钮乔飘	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	206	206	1	1	1	10	206	-1	-1	0	1	14841	18047	18068	18312	18313						1	10	10	1	1						16940	14460	14841	18312	18313	1	200	200	100	100	0	0	0	0	0
啊绊老	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	211	211	1	1	1	10	211	-1	-1	0	1	14842	18005	18068	18310	18313						1	18	2	1	1						16941	14460	14842	18310	18313	1	200	200	180	20	0	0	0	0	0
坷目胶	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	212	212	1	1	1	10	212	-1	-1	0	1	14843	18047	18026	18312	18311						1	2	18	1	1						16942	14460	14843	18312	18311	1	200	200	20	180	0	0	0	0	0
敲饭萍	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	213	213	1	1	1	10	213	-1	-1	0	1	14844	18026	18005	18311	18310						1	2	18	1	1						16943	14460	14844	18311	18310	1	200	200	20	180	0	0	0	0	0
饭辑 单阁	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	214	214	1	1	1	10	214	-1	-1	0	1	14845	18068	18047	18313	18312						1	2	18	1	1						16944	14460	14845	18313	18312	1	200	200	20	180	0	0	0	0	0
仟摹 硅飘	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	241	241	1	1	1	10	241	-1	-1	0	1	14846	18005	18026	18310	18311						1	12	8	1	1						16945	14460	14846	18310	18311	1	200	200	120	80	0	0	0	0	0
固历府 硅飘	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	242	242	1	1	1	10	242	-1	-1	0	1	14847	18026	18047	18311	18312						1	12	8	1	1						16946	14460	14847	18311	18312	1	200	200	120	80	0	0	0	0	0
乔弊固 硅飘	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	243	243	1	1	1	10	243	-1	-1	0	1	14848	18047	18068	18312	18313						1	12	8	1	1						16947	14460	14848	18312	18313	1	200	200	120	80	0	0	0	0	0
饶福明 硅飘	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	244	244	1	1	1	10	244	-1	-1	0	1	14849	18068	18005	18313	18310						1	8	12	1	1						16948	14460	14849	18313	18310	1	200	200	80	120	0	0	0	0	0
单呼 硅飘	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	245	245	1	1	1	10	245	-1	-1	0	1	14850	18026	18047	18311	18312						1	16	4	1	1						16949	14460	14850	18311	18312	1	200	200	160	40	0	0	0	0	0
浚俩 硅飘	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	246	246	1	1	1	10	246	-1	-1	0	1	14851	18068	18005	18313	18310						1	4	16	1	1						16950	14460	14851	18313	18310	1	200	200	40	160	0	0	0	0	0
弊饭捞飘 硅飘	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	251	251	1	1	1	10	251	-1	-1	0	1	14852	18005	18026	18310	18311						1	14	6	1	1						16951	14460	14852	18310	18311	1	200	200	140	60	0	0	0	0	0
庆厚 硅飘	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	252	252	1	1	1	10	252	-1	-1	0	1	14853	18068	18047	18313	18312						1	6	14	1	1						16952	14460	14853	18313	18312	1	200	200	60	140	0	0	0	0	0
揪 硅飘	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	253	253	1	1	1	10	253	-1	-1	0	1	14854	18026	18005	18311	18310						1	6	14	1	1						16953	14460	14854	18311	18310	1	200	200	60	140	0	0	0	0	0
胶乔酒 硅飘	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	254	254	1	1	1	10	254	-1	-1	0	1	14855	18047	18068	18312	18313						1	14	6	1	1						16954	14460	14855	18312	18313	1	200	200	140	60	0	0	0	0	0
贰壶 硅飘	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	255	255	1	1	1	10	255	-1	-1	0	1	14856	18026	18047	18311	18312						1	10	10	1	1						16955	14460	14856	18311	18312	1	200	200	100	100	0	0	0	0	0
喉风 胶泼	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	301	301	1	1	1	10	301	-1	-1	0	1	14857	18026	18047	18311	18312						1	18	2	1	1						16956	14430	14857	18311	18312	1	200	200	180	20	0	0	0	0	0
饭靛 浇饭捞绢	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	302	302	1	1	1	10	302	-1	-1	0	1	14858	18047	18068	18312	18313						1	18	2	1	1						16957	14430	14858	18312	18313	1	200	200	180	20	0	0	0	0	0
贩刀	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	303	303	1	1	1	10	303	-1	-1	0	1	14859	18068	18005	18313	18310						1	2	18	1	1						16958	14430	14859	18313	18310	1	200	200	20	180	0	0	0	0	0
公绢懦矾	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	304	304	1	1	1	10	304	-1	-1	0	1	14860	18005	18026	18310	18311						1	18	2	1	1						16959	14430	14860	18310	18311	1	200	200	180	20	0	0	0	0	0
懦矾 厚	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	311	311	1	1	1	10	311	-1	-1	0	1	14861	18068	18005	18313	18310						1	10	10	1	1						16960	14430	14861	18313	18310	1	200	200	100	100	0	0	0	0	0
海仇 厚	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	312	312	1	1	1	10	312	-1	-1	0	1	14862	18047	18068	18312	18313						1	10	10	1	1						16961	14430	14862	18312	18313	1	200	200	100	100	0	0	0	0	0
况胶橇	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	313	313	1	1	1	10	313	-1	-1	0	1	14863	18005	18068	18310	18313						1	14	6	1	1						16962	14430	14863	18310	18313	1	200	200	140	60	0	0	0	0	0
龋齿	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	314	314	1	1	1	10	314	-1	-1	0	1	14864	18047	18068	18312	18313						1	14	6	1	1						16963	14430	14864	18312	18313	1	200	200	140	60	0	0	0	0	0
官磊	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	315	315	1	1	1	10	315	-1	-1	0	1	14865	18026	18047	18311	18312						1	14	6	1	1						16964	14430	14865	18311	18312	1	200	200	140	60	0	0	0	0	0
滚弊 府欺	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	321	321	1	1	1	10	321	-1	-1	0	1	14866	18005	18068	18310	18313						1	12	8	1	1						16965	14430	14866	18310	18313	1	200	200	120	80	0	0	0	0	0
懦矾 喉饭捞靛	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	322	322	1	1	1	10	322	-1	-1	0	1	14867	18047	18026	18312	18311						1	8	12	1	1						16966	14430	14867	18312	18311	1	200	200	80	120	0	0	0	0	0
农饭捞瘤 咖瘤	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	323	323	1	1	1	10	323	-1	-1	0	1	14868	18068	18047	18313	18312						1	8	12	1	1						16967	14430	14868	18313	18312	1	200	200	80	120	0	0	0	0	0
盖萍胶 弊饭捞	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	324	324	1	1	1	10	324	-1	-1	0	1	14869	18026	18047	18311	18312						1	10	10	1	1						16969	14430	14869	18311	18312	1	200	200	100	100	0	0	0	0	0
酒捻酒 盖萍胶	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	325	325	1	1	1	10	325	-1	-1	0	1	14870	18026	18005	18311	18310						1	8	12	1	1						16968	14430	14870	18311	18310	1	200	200	80	120	0	0	0	0	0
埔困档快	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	331	331	1	1	1	10	331	-1	-1	0	1	14871	18005	18310								1	20	2								16970	14430	14871	18310		1	200	200	200		0	0	0	0	0
葛畴酒捞	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	332	332	1	1	1	10	332	-1	-1	0	1	14872	18026	18311								1	20	2								16971	14430	14872	18311		1	200	200	200		0	0	0	0	0
酒扼农畴捞靛	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	333	333	1	1	1	10	333	-1	-1	0	1	14873	18047	18312								1	20	2								16972	14430	14873	18312		1	200	200	200		0	0	0	0	0
鸥藕偏扼	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	334	334	1	1	1	10	334	-1	-1	0	1	14874	18068	18313								1	20	2								16973	14430	14874	18313		1	200	200	200		0	0	0	0	0
飘坊飘	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	401	401	1	1	1	10	401	-1	-1	0	1	14875	18047	18026	18312	18311						1	8	12	1	1						16974	14480	14875	18312	18311	1	200	200	80	120	0	0	0	0	0
其飘肺评滚	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	402	402	1	1	1	10	402	-1	-1	0	1	14876	18005	18026	18310	18311						1	12	8	1	1						16975	14480	14876	18310	18311	1	200	200	120	80	0	0	0	0	0
榜靛付牢	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	403	403	1	1	1	10	403	-1	-1	0	1	14877	18068	18005	18313	18310						1	8	12	1	1						16976	14480	14877	18313	18310	1	200	200	80	120	0	0	0	0	0
拳捞飘 官摹	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	404	404	1	1	1	10	404	-1	-1	0	1	14878	18068	18047	18313	18312						1	6	14	1	1						16977	14480	14878	18313	18312	1	200	200	60	140	0	0	0	0	0
靛扼捞绢靛	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	405	405	1	1	1	10	405	-1	-1	0	1	14879	18026	18047	18311	18312						1	14	6	1	1						16978	14480	14879	18311	18312	1	200	200	140	60	0	0	0	0	0
葛胶弊沸	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	406	406	1	1	1	10	406	-1	-1	0	1	14880	18005	18026	18310	18311						1	14	6	1	1						16979	14480	14880	18310	18311	1	200	200	140	60	0	0	0	0	0
海扼捣唱	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	411	411	1	1	1	10	411	-1	-1	0	1	14881	18005	18026	18310	18311						1	16	4	1	1						16980	14480	14881	18310	18311	1	200	200	160	40	0	0	0	0	0
盖靛饭捞农	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	412	412	1	1	1	10	412	-1	-1	0	1	14882	18068	18005	18313	18310						1	10	10	1	1						16981	14480	14882	18313	18310	1	200	200	100	100	0	0	0	0	0
扼敲饭矫酒	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	413	413	1	1	1	10	413	-1	-1	0	1	14883	18047	18068	18312	18313						1	10	10	1	1						16982	14480	14883	18312	18313	1	200	200	100	100	0	0	0	0	0
舅扼快匙	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	414	414	1	1	1	10	414	-1	-1	0	1	14884	18026	18047	18311	18312						1	16	4	1	1						16983	14480	14884	18311	18312	1	200	200	160	40	0	0	0	0	0
隔杭	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	421	421	1	1	1	10	421	-1	-1	0	1	14885	18005	18068	18310	18313						1	18	2	1	1						16984	14480	14885	18310	18313	1	200	200	180	20	0	0	0	0	0
坷抿	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	422	422	1	1	1	10	422	-1	-1	0	1	14886	18068	18005	18313	18310						1	2	18	1	1						16985	14480	14886	18313	18310	1	200	200	20	180	0	0	0	0	0
府欺	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	423	423	1	1	1	10	423	-1	-1	0	1	14887	18026	18047	18311	18312						1	18	2	1	1						16986	14480	14887	18311	18312	1	200	200	180	20	0	0	0	0	0
墨聪焊酒	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	424	424	1	1	1	10	424	-1	-1	0	1	14888	18047	18026	18312	18311						1	2	18	1	1						16987	14480	14888	18312	18311	1	200	200	20	180	0	0	0	0	0
拇磐胶	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	431	431	1	1	1	10	431	-1	-1	0	1	14889	18068	18005	18313	18310						1	10	10	1	1						16988	14480	14889	18313	18310	1	200	200	100	100	0	0	0	0	0
橇府努府	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	432	432	1	1	1	10	432	-1	-1	0	1	14890	18005	18026	18310	18311						1	10	10	1	1						16989	14480	14890	18310	18311	1	200	200	100	100	0	0	0	0	0
聪甸府鞠	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	433	433	1	1	1	10	433	-1	-1	0	1	14891	18047	18068	18312	18313						1	10	10	1	1						16990	14480	14891	18312	18313	1	200	200	100	100	0	0	0	0	0
墨福捣	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	434	434	1	1	1	10	434	-1	-1	0	1	14892	18026	18047	18311	18312						1	10	10	1	1						16991	14480	14892	18311	18312	1	200	200	100	100	0	0	0	0	0
颇捞绢 错辑	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	435	435	1	1	1	10	435	-1	-1	0	1	14893	18047	18026	18312	18311						1	4	16	1	1						16992	14480	14893	18312	18311	1	200	200	40	160	0	0	0	0	0
浇扼烙	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	501	501	1	1	1	10	501	-1	-1	0	1	14894	18005	18068	18310	18313						1	18	2	1	1						16993	14440	14894	18310	18313	1	200	200	180	20	0	0	0	0	0
快令	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	502	502	1	1	1	10	502	-1	-1	0	1	14895	18026	18005	18311	18310						1	2	18	1	1						16994	14440	14895	18311	18310	1	200	200	20	180	0	0	0	0	0
俩府	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	503	503	1	1	1	10	503	-1	-1	0	1	14896	18047	18026	18312	18311						1	2	18	1	1						16995	14440	14896	18312	18311	1	200	200	20	180	0	0	0	0	0
仟爹	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	504	504	1	1	1	10	504	-1	-1	0	1	14897	18068	18047	18313	18312						1	2	18	1	1						16996	14440	14897	18313	18312	1	200	200	20	180	0	0	0	0	0
荤扼父促	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	511	511	1	1	1	1	511	0	-1	0	1	14898	18047	18312								1	20	2								16997	14440	14898	18312		1	200	200	200		0	0	0	0	0
角橇	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	512	512	1	1	1	1	512	0	-1	0	1	14899	18068	18313								1	20	2								16998	14440	14899	18313		1	200	200	200		0	0	0	0	0
款叼匙	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	513	513	1	1	1	1	513	0	-1	0	1	14900	18026	18311								1	20	2								16999	14440	14900	18311		1	200	200	200		0	0	0	0	0
仇	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	514	514	1	1	1	1	514	0	-1	0	1	14901	18005	18310								1	20	2								17000	14440	14901	18310		1	200	200	200		0	0	0	0	0
弃磐啊捞胶飘	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	521	521	1	1	1	10	521	-1	-1	0	1	14902	18005	18026	18310	18311						1	16	4	1	1						17001	14440	14902	18310	18311	1	200	200	160	40	0	0	0	0	0
农府磐	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	522	522	1	1	1	10	522	-1	-1	0	1	14903	18026	18047	18311	18312						1	16	4	1	1						17002	14440	14903	18311	18312	1	200	200	160	40	0	0	0	0	0
航	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	523	523	1	1	1	10	523	-1	-1	0	1	14904	18047	18068	18312	18313						1	16	4	1	1						17003	14440	14904	18312	18313	1	200	200	160	40	0	0	0	0	0
敲肺磐	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	524	524	1	1	1	10	524	-1	-1	0	1	14905	18068	18005	18313	18310						1	4	16	1	1						17004	14440	14905	18313	18310	1	200	200	40	160	0	0	0	0	0
待敲傅	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	525	525	1	1	1	1	525	-1	-1	0	1	14906	18068	18005	18313	18310						1	10	10	1	1						17005	14440	14906	18313	18310	1	200	200	100	100	0	0	0	0	0
溅档快	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	531	531	1	1	1	1	10006	-1	-1	0	0	14907	18047	18312								1	20	2								17006	14440	14907	18312		1	200	200	200		0	0	0	0	0
坯 溅捞靛	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	532	532	1	1	1	1	10007	-1	-1	0	0	14908	18026	18311								1	20	2								17007	14440	14908	18311		1	200	200	200		0	0	0	0	0
溅捞靛	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	533	533	1	1	1	1	10008	-1	-1	0	0	14909	18068	18313								1	20	2								17008	14440	14909	18313		1	200	200	200		0	0	0	0	0
单内捞	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	534	534	1	1	1	1	10009	-1	-1	0	0	14910	18005	18310								1	20	2								17009	14440	14910	18310		1	200	200	200		0	0	0	0	0
宏罚叼浆	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	601	601	1	1	1	1	601	-1	-1	0	1	14911	18005	18026	18310	18311						1	18	2	1	1						17010	14450	14911	18310	18311	1	200	200	180	20	0	0	0	0	0
靛贰帮 咖瘤	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	602	602	1	1	1	1	602	-1	-1	0	1	14912	18026	18047	18311	18312						1	18	2	1	1						17011	14450	14912	18311	18312	1	200	200	180	20	0	0	0	0	0
