爆破专家		181	1	0	0						2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2					
装备制作大师		201	2	0	0						4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
铸剑工		202	2	100	0	200					6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深铸剑师傅		203	2	200	0	200					8	3	3	3	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用铸剑师		204	2	500	0	200					10	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
铸剑名师		205	2	1000000	1000000	200					10	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
干将		206	2	1000000	1000000	200					10	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
莫邪		207	2	1000000	1000000	200					10	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
装备制作大师		211	2	0	0						2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
造斧工		212	2	100	0	201					2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深造斧师傅		213	2	200	0	201					3	8	3	3	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用造斧师		214	2	500	0	201					3	10	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
造斧名师		215	2	1000000	1000000	201					3	10	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
档尝狼 芭厘		216	2	1000000	1000000	201					3	10	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
档尝 付捞胶磐		217	2	1000000	1000000	201					3	10	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
装备制作大师		221	2	0	0						2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
造枪工		222	2	100	0	202					2	2	6	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深造枪师傅		223	2	200	0	202					3	3	8	3	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用造枪师		224	2	500	0	202					3	3	10	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
造枪名师		225	2	1000000	1000000	202					3	3	10	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
Original Master		226	2	1000000	1000000	202					3	3	10	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
芒 付捞胶磐		227	2	1000000	1000000	202					3	3	10	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
装备制作大师		231	2	0	0						2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
造弓工		232	2	100	0	203					2	2	2	2	6	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深造弓师傅		233	2	200	0	203					3	3	3	3	8	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用造弓师 		234	2	500	0	203					3	3	3	3	10	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
造弓民师 		235	2	1000000	1000000	203					3	3	3	3	10	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
劝狼 芭厘		236	2	1000000	1000000	203					3	3	3	3	10	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
劝 付捞胶磐		237	2	1000000	1000000	203					3	3	3	3	10	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
装备制作大师		241	2	0	0						2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
造杖工		242	2	100	0	204					2	2	2	6	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深造杖师傅		243	2	200	0	204					3	3	3	8	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用造杖师		244	2	500	0	204					3	3	3	10	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
造杖名师		245	2	1000000	1000000	204					3	3	3	10	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
瘤莆捞狼 芭厘		246	2	1000000	1000000	204					3	3	3	10	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
瘤莆捞 付捞胶磐		247	2	1000000	1000000	204					3	3	3	10	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
装备制作大师		251	2	0	0						2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
投掷武器工		252	2	100	0	205					2	2	2	2	2	2	6	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深投掷武器师傅		253	2	200	0	205					3	3	3	3	3	3	8	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用投掷武器师		254	2	500	0	205					3	3	3	3	3	3	10	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
掷武器名师		255	2	1000000	1000000	205					3	3	3	3	3	3	10	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
何皋尔狼 芭厘		256	2	1000000	1000000	205					3	3	3	3	3	3	10	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
何皋尔 付捞胶磐		257	2	1000000	1000000	205					3	3	3	3	3	3	10	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
装备制作大师		261	2	0	0						2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
小刀工		262	2	100	0	206					2	2	2	2	2	6	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深小刀师傅		263	2	200	0	206					3	3	3	3	3	8	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用小刀师		264	2	500	0	206					3	3	3	3	3	10	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
小刀名师		265	2	1000000	1000000	206					3	3	3	3	3	10	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
小李飞刀		266	2	1000000	1000000	206					3	3	3	3	3	10	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
小李他妈的飞刀		267	2	1000000	1000000	206					3	3	3	3	3	10	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
装备制作大师		271	2	0	0						2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
头盔工		272	2	100	0	207					2	2	2	2	2	2	2	2	6	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深头盔师傅		273	2	200	0	207					3	3	3	3	3	3	3	3	8	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用头盔师		274	2	500	0	207					3	3	3	3	3	3	3	3	10	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
头盔名师		275	2	1000000	1000000	207					3	3	3	3	3	3	3	3	10	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
捧备狼 芭厘		276	2	1000000	1000000	207					3	3	3	3	3	3	3	3	10	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
捧备 付捞胶磐		277	2	1000000	1000000	207					3	3	3	3	3	3	3	3	10	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
装备制作大师		281	2	0	0						2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	4	4	4	4	4	4	4	4					
帽子工		282	2	100	0	208					2	2	2	2	2	2	2	2	2	6	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深帽子师傅		283	2	200	0	208					3	3	3	3	3	3	3	3	3	8	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用帽子师		284	2	500	0	208					3	3	3	3	3	3	3	3	3	10	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
制帽大师		285	2	1000000	1000000	208					3	3	3	3	3	3	3	3	3	10	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
葛磊狼 芭厘		286	2	1000000	1000000	208					3	3	3	3	3	3	3	3	3	10	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
葛磊 付捞胶磐		287	2	1000000	1000000	208					3	3	3	3	3	3	3	3	3	10	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
装备制作大师		291	2	0	0						2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	4	4	4	4	4	4	4	4					
铠甲工		292	2	100	0	209					2	2	2	2	2	2	2	2	2	2	6	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深铠甲师傅		293	2	200	0	209					3	3	3	3	3	3	3	3	3	3	8	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用铠甲师		294	2	500	0	209					3	3	3	3	3	3	3	3	3	3	10	3	3	3	3	10	10	10	10	10	10	10	10	8				
制铠名师		295	2	1000000	1000000	209					3	3	3	3	3	3	3	3	3	3	10	3	3	3	3	10	10	10	10	10	10	10	10	10				
制铠大师		296	2	1000000	1000000	209					3	3	3	3	3	3	3	3	3	3	10	3	3	3	3	10	10	10	10	10	10	10	10	10				
癌渴 付捞胶磐		297	2	1000000	1000000	209					3	3	3	3	3	3	3	3	3	3	10	3	3	3	3	10	10	10	10	10	10	10	10	10				
装备制作大师		301	2	0	0						2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	4	4	4	4	4	4	4	4					
裁缝工		302	2	100	0	210					2	2	2	2	2	2	2	2	2	2	2	6	2	2	2	6	6	6	6	6	6	6	6	4				
资深裁缝师傅		303	2	200	0	210					3	3	3	3	3	3	3	3	3	3	3	8	3	3	3	8	8	8	8	8	8	8	8	6				
御用裁缝师		304	2	500	0	210					3	3	3	3	3	3	3	3	3	3	3	10	3	3	3	10	10	10	10	10	10	10	10	8				
裁缝名师		305	2	1000000	1000000	210					3	3	3	3	3	3	3	3	3	3	3	10	3	3	3	10	10	10	10	10	10	10	10	10				
渴狼 芭厘		306	2	1000000	1000000	210					3	3	3	3	3	3	3	3	3	3	3	10	3	3	3	10	10	10	10	10	10	10	10	10				
抛老矾		307	2	1000000	1000000	210					3	3	3	3	3	3	3	3	3	3	3	10	3	3	3	10	10	10	10	10	10	10	10	10				
装备制作大师		311	2	0	0						2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	4	4	4	4	4	4	4	4					
长袍工		312	2	100	0	211					2	2	2	2	2	2	2	2	2	2	2	2	6	2	2	6	6	6	6	6	6	6	6	4				
资深长袍师傅		313	2	200	0	211					3	3	3	3	3	3	3	3	3	3	3	3	8	3	3	8	8	8	8	8	8	8	8	6				
御用长袍师		314	2	500	0	211					3	3	3	3	3	3	3	3	3	3	3	3	10	3	3	10	10	10	10	10	10	10	10	8				
制袍名师		315	2	1000000	1000000	211					3	3	3	3	3	3	3	3	3	3	3	3	10	3	3	10	10	10	10	10	10	10	10	10				
肺宏狼 芭厘		316	2	1000000	1000000	211					3	3	3	3	3	3	3	3	3	3	3	3	10	3	3	10	10	10	10	10	10	10	10	10				
肺宏 付捞胶磐		317	2	1000000	1000000	211					3	3	3	3	3	3	3	3	3	3	3	3	10	3	3	10	10	10	10	10	10	10	10	10				
装备制作大师		321	2	0	0						2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	4	4	4	4	4	4	4	4					
制靴工		322	2	100	0	212					2	2	2	2	2	2	2	2	2	2	2	2	2	6	2	6	6	6	6	6	6	6	6	4				
资深制靴师傅		323	2	200	0	212					3	3	3	3	3	3	3	3	3	3	3	3	3	8	3	8	8	8	8	8	8	8	8	6				
御用制靴师		324	2	500	0	212					3	3	3	3	3	3	3	3	3	3	3	3	3	10	3	10	10	10	10	10	10	10	10	8				
制靴名师		325	2	1000000	1000000	212					3	3	3	3	3	3	3	3	3	3	3	3	3	10	3	10	10	10	10	10	10	10	10	10				
何明狼 芭厘		326	2	1000000	1000000	212					3	3	3	3	3	3	3	3	3	3	3	3	3	10	3	10	10	10	10	10	10	10	10	10				
何明 付捞胶磐		327	2	1000000	1000000	212					3	3	3	3	3	3	3	3	3	3	3	3	3	10	3	10	10	10	10	10	10	10	10	10				
