距埃 龙 亮篮 家弊叼酒唱捞飘(规绢备)	425	0			0			0	-12	-12	0			0			0			0			0			0			1	6	6	0			0			0			0			0			0			0			0			0			0			0			0			0			0		
龙 亮篮 家弊叼酒唱捞飘(规绢备)	426	0			0			0	-14	-14	0			0			0			0			0			0			1	7	7	0			0			0			0			0			0			0			0			0			0			0			0			0			0		
惑寸洒 龙 亮篮 家弊叼酒唱捞飘(规绢备)	427	0			0			0	-16	-16	0			0			0			0			0			0			1	8	8	0			0			0			0			0			0			0			0			0			0			0			0			0			0		
肯寒俊 啊鳖款 家弊叼酒唱捞飘(规绢备)	428	0			0			0	-18	-18	0			0			0			0			0			0			1	9	9	0			0			0			0			0			0			0			0			0			0			0			0			0			0		
肯傈搬沥眉狼 家弊叼酒唱捞飘(规绢备)	429	0			0			0	-20	-20	0			0			0			0			0			0			1	10	10	0			0			0			0			0			0			0			0			0			0			0			0			0			0		
配颇令狼 炼阿(规绢备)	430	0			0			0	-2	-2	0			0			0			0			1	1	1	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
惑寸洒 何辑柳 家弊叼酒唱捞飘(规绢备)	431	0			0			0	-4	-4	0			0			0			0			1	2	2	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
何辑柳 家弊叼酒唱捞飘(规绢备)	432	0			0			0	-6	-6	0			0			0			0			1	3	3	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
距埃 何辑柳 家弊叼酒唱捞飘(规绢备)	433	0			0			0	-8	-8	0			0			0			0			1	4	4	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
家弊叼酒唱捞飘(规绢备)	434	0			0			0	-10	-10	0			0			0			0			1	5	5	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
距埃 龙 亮篮 家弊叼酒唱捞飘(规绢备)	435	0			0			0	-12	-12	0			0			0			0			1	6	6	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
龙 亮篮 家弊叼酒唱捞飘(规绢备)	436	0			0			0	-14	-14	0			0			0			0			1	7	7	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
惑寸洒 龙 亮篮 家弊叼酒唱捞飘(规绢备)	437	0			0			0	-16	-16	0			0			0			0			1	8	8	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
肯寒俊 啊鳖款 家弊叼酒唱捞飘(规绢备)	438	0			0			0	-18	-18	0			0			0			0			1	9	9	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
肯傈搬沥眉狼 家弊叼酒唱捞飘(规绢备)	439	0			0			0	-20	-20	0			0			0			0			1	10	10	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
酒捻酒付赴狼 炼阿(规绢备)	440	0	-1	-1	0			0	3	3	0			0			0			0			0			1	-1	-1	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
惑寸洒 何辑柳 酒捻酒付赴(规绢备)	441	0	-2	-2	0			0	5	5	0			0			0			0			0			1	-2	-2	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
何辑柳 酒捻酒付赴(规绢备)	442	0	-3	-3	0			0	7	7	0			0			0			0			0			1	-3	-3	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
距埃 何辑柳 酒捻酒付赴(规绢备)	443	0	-4	-4	0			0	9	9	0			0			0			0			0			1	-4	-4	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
酒捻酒付赴(规绢备)	444	0	-5	-5	0			0	11	11	0			0			0			0			0			1	-5	-5	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
距埃 龙 亮篮 酒捻酒付赴(规绢备)	445	0	-6	-6	0			0	13	13	0			0			0			0			0			1	-6	-6	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
龙 亮篮 酒捻酒付赴(规绢备)	446	0	-7	-7	0			0	15	15	0			0			0			0			0			1	-7	-7	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
惑寸洒 龙 亮篮 酒捻酒付赴(规绢备)	447	0	-8	-8	0			0	17	17	0			0			0			0			0			1	-8	-8	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
肯寒俊 啊鳖款 酒捻酒付赴(规绢备)	448	0	-9	-9	0			0	19	19	0			0			0			0			0			1	-9	-9	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
肯傈搬沥眉狼 酒捻酒付赴(规绢备)	449	0	-10	-10	0			0	21	21	0			0			0			0			0			1	-10	-10	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
俊皋饿靛狼 炼阿(规绢备)	450	0			0			0			0			0			0			1	-1	-1	1	1	1	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
惑寸洒 何辑柳 俊皋饿靛(规绢备)	451	0			0			0			0			0			0			1	-2	-2	1	2	2	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
何辑柳 俊皋饿靛(规绢备)	452	0			0			0			0			0			0			1	-3	-3	1	3	3	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
距埃 何辑柳 俊皋饿靛(规绢备)	453	0			0			0			0			0			0			1	-4	-4	1	4	4	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
俊皋饿靛(规绢备)	454	0			0			0			0			0			0			1	-5	-5	1	5	5	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
距埃 龙 亮篮 俊皋饿靛(规绢备)	455	0			0			0			0			0			0			1	-6	-6	1	6	6	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
龙 亮篮 俊皋饿靛(规绢备)	456	0			0			0			0			0			0			1	-7	-7	1	7	7	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
惑寸洒 龙 亮篮 俊皋饿靛(规绢备)	457	0			0			0			0			0			0			1	-8	-8	1	8	8	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
肯寒俊 啊鳖款 俊皋饿靛(规绢备)	458	0			0			0			0			0			0			1	-9	-9	1	9	9	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
肯傈搬沥眉狼 俊皋饿靛(规绢备)	459	0			0			0			0			0			0			1	-10	-10	1	10	10	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
磊荐沥狼 炼阿(规绢备)	460	0	-1	-1	1	4	4	0	1	1	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
惑寸洒 何辑柳 磊荐沥(规绢备)	461	0	-2	-2	1	8	8	0	2	2	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
何辑柳 磊荐沥(规绢备)	462	0	-3	-3	1	12	12	0	3	3	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
距埃 何辑柳 磊荐沥(规绢备)	463	0	-4	-4	1	16	16	0	4	4	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
磊荐沥(规绢备)	464	0	-5	-5	1	20	20	0	5	5	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
距埃 龙 亮篮 磊荐沥(规绢备)	465	0	-6	-6	1	24	24	0	6	6	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
龙 亮篮 磊荐沥(规绢备)	466	0	-7	-7	1	28	28	0	7	7	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
惑寸洒 龙 亮篮 磊荐沥(规绢备)	467	0	-8	-8	1	32	32	0	8	8	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
肯寒俊 啊鳖款 磊荐沥(规绢备)	468	0	-9	-9	1	36	36	0	9	9	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
肯傈搬沥眉狼 磊荐沥(规绢备)	469	0	-10	-10	1	40	40	0	10	10	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
坷迫狼 炼阿(规绢备)	470	0			0			0			0			0			0			0			0			0			0			0			1	30	30	0			0			0			0			0			0			0			0			0			0			0			0		
凯荤狼 河篮 喊（规绢备）	480	0	-10	0	0			0			0			0			0			0			0			1	-1	3	1	-1	3	0			0			1	-1	0	0			0			0			0			0			0			0			0			0			0			0		
Q颇明（规绢备）	490	0	-30	-30	0	30	30	0	30	30	0	30	30	0	30	30	0	30	30	0	20	20	0	30	30	0	30	30	0	30	30	0	30	30	0	30	30	0	30	30	0			0			0	30	30	0	30	30	0	30	30	0	30	30	0	30	30	0	30	30	0			0			0		
Ｏ颇明（规绢备）	491	0	-30	-30	0	20	20	0	20	20	0	20	20	0	20	20	0	20	20	0	10	10	0	20	20	0	20	20	0	20	20	0	20	20	0	20	20	0	20	20	0			0			0	20	20	0	20	20	0	20	20	0	20	20	0	20	20	0	20	20	0			0			0		
檬父瓷 颇(规绢备)	492	0	-20	-20	0			0			0			0	15	15	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
２林斥 扁充焊籍（规绢备）	493	0			0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0	5	5	0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0			0			0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0			0			0		
R1风厚	500	0	-1	-1	0			0			0			0			1	1	1	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
R2风厚	501	0	-2	-2	0			0			0			0			1	2	2	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
R3风厚	502	0	-3	-3	0			0			0			0			1	3	3	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
R4风厚	503	0	-4	-4	0			0			0			0			1	4	4	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
R5风厚	504	0	-5	-5	0			0			0			0			1	5	5	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
R6风厚	505	0	-6	-6	0			0			0			0			1	6	6	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
R7风厚	506	0	-7	-7	0			0			0			0			1	7	7	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
R8风厚	507	0	-8	-8	0			0			0			0			1	8	8	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
R9风厚	508	0	-9	-9	0			0			0			0			1	9	9	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
