宽手斧	62	812	201	60	9611	10000	9612	10001		7	20	4	20	
战斗手斧	63	811	201	60	9612	10000	10001	9613		10	20	20	5	
格斗手斧	64	820	201	60	9611	9612	9613	10002		9	5	5	20	
钢斧	65	826	201	60	9611	9612	10002	9614		10	9	20	4	
长战斧	66	830	201	60	9611	9612	9613	9614	10003	8	8	7	3	20
双刃斧	67	838	201	60	10000	9612	9613	9614	9615	20	10	7	5	4
钩爪斧	68	841	201	60	10001	9613	9614	9615	10004	20	10	10	5	20
阔刃斧	69	842	201	60	9612	9613	9614	10004	9616	10	10	10	20	2
弯月大战斧	70	854	201	60	10002	9614	9615	9616	10005	20	10	10	6	20
大型阔刃斧	71	852	201	60	9613	9614	9615	10005	9617	8	10	10	20	3
大型双刃斧	72	863	201	60	9612	10004	9616	10005	9617	20	20	12	20	6
超大皇帝斧	73	867	201	60	18451	9614	9616	9617	10006	1	20	10	10	20
新月斧	74	878	201	60	9615	9616	10005	10006	9618	13	10	20	20	10
米诺陶斯战斧	75	872	201	60	18450	9614	9617	9618	10007	1	10	10	10	20
薄刃钩爪斧	76	883	201	60	9616	10006	9617	10007	9619	10	20	10	20	10
弯月长柄斧	77	885	201	60	18451	9615	9618	9619	10008	2	10	10	10	20
金属重斧	78	890	201	60	9617	9618	10007	10008	9620	10	10	20	20	8
处刑斧	79	895	201	60	18449	18451	18450	9620	10009	2	2	2	14	20
大型双刃斧+	80	875	201	60	9617	9618	10007	9630	18509	20	12	20	20	20
水龙之斧	81	205	201	60	18852	18449	18450	9617		1	2	2	20	
金龙之斧	83	207	201	120	302	18449	18450	9640		1	1	1	20	
钻保雷格之斧	84	600202	201	60	9612	9700	9614	9616	10004	10	7	7	2	20
特殊道具	100	9390	201	0	9350	9360	9370	9380		1	1	1	1	
特殊道具	101	9391	201	0	9351	9361	9371	9381		1	1	1	1	
特殊道具	102	9392	201	0	9352	9362	9372	9382		1	1	1	1	
特殊道具	103	9393	201	0	9353	9363	9373	9383		1	1	1	1	
特殊道具	104	9394	201	0	9354	9364	9374	9384		1	1	1	1	
特殊道具	105	9395	201	0	9355	9365	9375	9385		1	1	1	1	
新手戒	119	18970	201	10	9614	9625	9613	9615	12822	5	20	1	1	20
短矛	120	1608	202	60	9611	10000				4	20			
攻城枪	121	1606	202	60	9611	10000	9612			5	20	3		
刺枪	122	1619	202	60	9611	10000	9612	10001		7	20	4	20	
金属枪	123	1613	202	60	9611	10000	9612	10001		8	20	5	20	
长柄弯枪	124	1629	202	60	9611	9612	10001	9613	10002	10	6	20	3	20
长柄尖枪	125	1625	202	60	9612	10001	9613	10002	9614	8	20	6	20	5
穗枪	126	1635	202	60	9612	9613	10002	9614	10003	8	7	20	7	20
双叉戟	127	1634	202	60	9613	10002	9614	10003	9615	10	20	10	20	3
护卫枪	128	1643	202	60	10002	9613	10003	9615	10004	20	15	20	10	20
骑士枪	129	1649	202	60	10001	9613	10003	10004	9616	20	15	20	20	10
大砍枪	130	1657	202	60	9614	9615	10004	9616	10005	7	8	20	10	20
长尖枪	131	1658	202	60	10003	9615	9616	10005	9617	20	9	10	20	5
蝎枪	132	1663	202	60	10002	9613	9616	10006	9617	20	15	10	20	8
双刃枪	133	1669	202	60	18449	9616	10005	10006	9617	1	10	20	20	14
阔刃枪	134	1678	202	60	10003	10004	10005	10006	9618	20	20	20	20	20
东方长刺枪	135	1673	202	60	18450	9616	9617	9618	10007	1	9	9	10	20
钩爪枪	136	1684	202	60	10004	10005	10006	10007	9619	20	20	20	20	15
原始枪	137	1686	202	60	18449	9617	9618	9619	10008	2	10	10	10	20
三叉战戟	138	1698	202	60	10005	10006	10007	10008	9620	20	20	20	20	10
异型枪	139	1695	202	60	18450	9618	9619	9620	10009	3	10	10	10	20
蝎枪+	140	1672	202	60	9617	9618	10007	9630	18509	17	13	20	20	20
水龙之枪	141	210	202	60	18853	18449	18450	9617		1	2	2	20	
金龙之枪	143	212	202	120	303	18449	18450	9640		1	1	1	20	
偃月刀	144	600402	202	60	9612	9700	10100	10003	10004	10	5	20	20	20
特殊道具	160	9390	202	0	9350	9360	9370	9380		1	1	1	1	
特殊道具	161	9391	202	0	9351	9361	9371	9381		1	1	1	1	
特殊道具	162	9392	202	0	9352	9362	9372	9382		1	1	1	1	
特殊道具	163	9393	202	0	9353	9363	9373	9383		1	1	1	1	
特殊道具	164	9394	202	0	9354	9364	9374	9384		1	1	1	1	
特殊道具	165	9395	202	0	9355	9365	9375	9385		1	1	1	1	
新手戒	179	18970	202	10	9614	9625	9613	9615	12822	5	20	1	1	20
轻型弓	180	2000	203	60	9611	10000	10400			3	20	1		
威力短弓	181	2002	203	60	9611	10400	10000	10401	10001	2	3	20	2	20
短战弓	182	2010	203	60	10400	10000	9612	10401	10001	5	20	2	4	20
猎弓	183	2017	203	60	10400	9612	10401	10001	10002	3	4	6	20	20
强弓	184	2022	203	60	10000	10001	9613	10402	10002	20	20	8	7	20
格斗弓	185	2023	203	60	10001	9613	10402	10002	10003	20	9	9	20	20
狙击弓	186	2035	203	60	10001	10402	10002	9614	10003	20	10	20	10	20
超强狙击弓	187	2038	203	60	10002	9614	10403	10003	10004	20	11	11	20	20
杀手长弓	188	2049	203	60	10402	10003	9614	10004	9615	5	20	9	20	11
冲击弓	189	2042	203	60	9613	10003	9615	10004	10005	5	20	19	20	20
巨弓	190	2055	203	60	10003	10004	9615	10005	9616	20	20	12	20	11
长格斗弓	191	2052	203	60	10004	9615	10005	9616	10006	20	13	20	12	20
破邪长弓	192	2063	203	60	9616	10405	9617	10006	18451	10	6	10	20	1
月光长弓	193	2062	203	60	10004	9616	10005	9617	10006	20	8	20	16	20
原始石弓	194	2071	203	60	18450	9616	9617	10006	10007	1	20	14	20	20
重弦弓	195	2078	203	60	10005	9617	10006	10007	9618	20	11	20	20	12
平行弓	196	2082	203	60	9617	10006	9618	10007	10008	15	20	15	20	20
灵魂之弓	197	2083	203	60	18449	9618	10007	9619	10008	2	15	20	10	20
摘星之弓	198	2095	203	60	9618	10007	9619	10008	10009	20	20	10	20	20
魔弹	199	2098	203	60	18450	9619	10008	9620	10009	4	6	20	10	20
月光之弓+	200	2070	203	60	9618	10006	10007	12415	18509	20	20	20	10	20
水龙之弓	201	215	203	60	18854	18449	18450	10006		1	2	2	20	
金龙之弓	203	217	203	120	304	18449	18450	10011		1	1	1	20	
米斯特汀之弓	204	600602	203	60	9700	9615	10100	10004	10005	19	15	20	20	20
特殊道具	220	9390	203	0	9350	9360	9370	9380		1	1	1	1	
特殊道具	221	9391	203	0	9351	9361	9371	9381		1	1	1	1	
特殊道具	222	9392	203	0	9352	9362	9372	9382		1	1	1	1	
特殊道具	223	9393	203	0	9353	9363	9373	9383		1	1	1	1	
特殊道具	224	9394	203	0	9354	9364	9374	9384		1	1	1	1	
特殊道具	225	9395	203	0	9355	9365	9375	9385		1	1	1	1	
新手戒	239	18970	203	10	9614	9625	9613	9615	12822	5	20	1	1	20
短杖	240	2404	204	60	9611	10000				4	20			
权杖	241	2402	204	60	9611	10000	9612			6	20	2		
大地之杖	242	2413	204	60	10000	9612	10001			20	10	20		
激流权杖	243	2418	204	60	10000	9612	10001	10002		20	12	20	20	
魔之手杖	244	2435	204	60	10000	9612	10001	9613	10002	20	14	20	2	20
魔之权杖	245	2434	204	60	10000	9612	9613	10002	10003	20	11	8	20	20
贤者手杖	246	2447	204	60	10000	10001	9613	9614	10003	20	20	10	10	20
贤者权杖	247	2446	204	60	10001	9613	9614	10003	10004	20	12	12	20	20
琥珀手杖	248	2449	204	60	10001	10002	10003	10004	9615	20	20	20	20	16
琥珀权杖	249	2450	204	60	10002	10003	10004	9615	10005	20	20	20	17	20
元素之杖	250	2461	204	60	10002	10003	10004	10005	9616	20	20	20	20	16
神圣之杖	251	2462	204	60	10003	10004	10005	9616	10006	20	20	20	17	20
怒音之杖	252	2473	204	60	10003	10004	10005	10006	9617	20	20	20	20	18
隐者之杖	253	2478	204	60	10004	9616	10005	10006	9617	20	12	20	20	9
光明短杖	254	2488	204	60	9616	10005	10006	9617	10007	10	20	20	12	20
恶魔之杖	255	2486	204	60	10005	10006	9617	10007	9618	20	20	10	20	7
太阳短杖	256	2492	204	60	10008	9618	10007			20	15	20		
天使之杖	257	2495	204	60	10008	9618	10007			20	15	20		
圣者之杖	258	2493	204	60	9620	10008				10	20			
星屑短杖	259	2497	204	60	10009	9619	10008			20	15	20		
落雷权杖+	260	2484	204	60	9618	10006	10007	12415	18509	15	20	20	10	20
水龙之杖	261	220	204	60	18855	18449	18450	10006		1	2	2	20	
金龙之杖	263	222	204	120	305	18449	18450	9640		1	1	1	20	
魔晶之杖	264	600802	204	60	9700	10100	10003	10004	10005	7	20	20	20	20
特殊道具	280	9390	204	0	9350	9360	9370	9380		1	1	1	1	
特殊道具	281	9391	204	0	9351	9361	9371	9381		1	1	1	1	
特殊道具	282	9392	204	0	9352	9362	9372	9382		1	1	1	1	
特殊道具	283	9393	204	0	9353	9363	9373	9383		1	1	1	1	
特殊道具	284	9394	204	0	9354	9364	9374	9384		1	1	1	1	
特殊道具	285	9395	204	0	9355	9365	9375	9385		1	1	1	1	
新手戒	299	18970	204	10	9614	9625	9613	9615	12822	5	20	1	1	20
木制大回力镖	300	2806	205	60	9611	10000				4	20			
青铜回力镖	301	2801	205	60	9611	10000	10001			7	20	20		
追迹者	302	2812	205	60	9611	10000	9612	10001		7	20	4	20	
彩光回力镖	303	2815	205	60	9611	10000	9612	10001	10002	9	20	6	20	20
暗杀回力镖	304	2820	205	60	10400	10401	10001	9613	10002	8	6	20	5	20
杀敌回力镖	305	2823	205	60	10400	10001	9613	10002	10003	10	20	12	20	20
狮子回力镖	306	2834	205	60	10001	10402	10002	10403	10003	20	10	20	11	20
锐角回力镖	307	2832	205	60	10402	10002	9614	10003	10004	15	20	11	20	20
翼鹿回力镖	308	2848	205	60	10002	10402	10003	10004	10404	20	15	20	20	10
阿修塔罗回力镖	309	2843	205	60	10002	10003	10004	9615	10005	20	20	20	20	20
蛇狮回力镖	310	2859	205	60	10002	10003	10004	10005	9616	20	20	20	20	17
鸫回力镖	311	2850	205	60	10003	10004	10005	9616	10006	20	20	20	17	20
雄翼牛回力镖	312	2862	205	60	10004	9615	10005	10006	9617	20	10	20	20	10
闪光回力镖	313	2863	205	60	18449	10005	9616	10006	9617	1	20	8	20	10
凶暴回力镖	314	2871	205	60	10005	9616	10006	9617	10007	20	10	20	12	20
赤狮回力镖	315	2874	205	60	18450	10003	10404	10006	9618	1	20	10	20	10
天使之翼	316	2887	205	60	10006	9617	10007	9618	10008	20	10	20	10	20
普利辛回力镖	317	2889	205	60	18449	18450	10007	10008	9619	1	1	20	20	10
治愈回力镖	318	2898	205	60	10009	10007	10008	9619		20	20	20	15	
天秤回力镖	319	2899	205	60	18451	18452	10008	10009	9620	2	4	20	20	10
熊翼回力镖+	320	2870	205	60	9618	10006	10007	12415	18509	15	20	20	10	20
水龙回力	321	225	205	60	18856	18449	18450	10006		1	2	2	20	
金龙回力	323	227	205	120	306	18449	18450	10011		1	1	1	20	
北斗之镰刀	324	601002	205	60	9700	10100	10003	10004	10005	6	20	20	20	20
特殊道具	340	9390	205	0	9350	9360	9370	9380		1	1	1	1	
特殊道具	341	9391	205	0	9351	9361	9371	9381		1	1	1	1	
特殊道具	342	9392	205	0	9352	9362	9372	9382		1	1	1	1	
特殊道具	343	9393	205	0	9353	9363	9373	9383		1	1	1	1	
特殊道具	344	9394	205	0	9354	9364	9374	9384		1	1	1	1	
特殊道具	345	9395	205	0	9355	9365	9375	9385		1	1	1	1	
新手戒	359	18970	205	10	9614	9625	9613	9615	12822	5	20	1	1	20
唱捞橇	360	3201	206	60	9611	10000				4	20			
瘤扼窍焊农	361	3204	206	60	9611	9612	10001			4	4	20		
沸胆 措芭	362	3212	206	60	9611	9612	10401	10001		6	3	3	20	
胶瓶房	363	3213	206	60	9612	10401	10001	9613	10002	7	4	20	3	20
胶肺雷 唱捞橇	364	3222	206	60	9612	10001	9613	10402	10002	8	20	5	4	20
官鸥叼酒	365	3229	206	60	9613	10402	10002	9614	10003	7	7	20	5	20
捞绢靛 措芭	366	3230	206	60	9613	10002	9614	10403	10003	8	20	7	7	20
虐靛聪 措芭	367	3235	206	60	9614	10403	10003	9615	10004	8	8	20	7	20
杭废 唱捞橇	368	3245	206	60	9614	10003	10004	9615	10404	7	20	20	8	8
官俩扼靛	369	3241	206	60	9614	10003	9615	9616	10005	8	20	7	7	20
酒虐唱胶	370	3251	206	60	9614	9615	10004	9616	10005	8	7	20	8	20
救抛聪 措芭	371	3253	206	60	10004	10005	9617			20	20	15		
胶聪农 措芭	372	3260	206	60	18443	10404	10005	10006	9617	1	10	20	20	10
砒胶	373	3269	206	60	10003	10005	9616	10006	9617	20	20	10	20	10
扩靛 抛老	374	3276	206	60	18450	10005	10006	9617	10007	1	20	20	20	20
墨鸥福	375	3279	206	60	10002	10003	10005	10006	9618	20	20	20	20	14
肺虐 措芭	376	3288	206	60	10005	10006	10007	9618	10008	20	20	20	20	20
荐府八	377	3281	206	60	18449	18451	10006	10007	9619	1	1	20	20	15
窍促靛	378	3294	206	60	10006	10007	10008	9619	10009	20	20	20	15	20
郡后 措芭	379	3299	206	60	18449	18451	18443	10009	9620	1	1	1	20	10
砒胶+	380	3270	206	60	9618	10006	10007	12415	18509	12	20	20	10	20
荐锋狼 窜八	381	230	206	60	18857	18449	18450	9617		1	2	2	10	
匡萍皋捞飘 措芭	383	232	206	120	307	18449	18450	9640		1	1	1	10	
捻唱捞	384	601202	206	60	9700	9614	9616	10003	10005	6	5	5	20	20
特殊道具	400	9390	206	0	9350	9360	9370	9380		1	1	1	1	
特殊道具	401	9391	206	0	9351	9361	9371	9381		1	1	1	1	
特殊道具	402	9392	206	0	9352	9362	9372	9382		1	1	1	1	
特殊道具	403	9393	206	0	9353	9363	9373	9383		1	1	1	1	
特殊道具	404	9394	206	0	9354	9364	9374	9384		1	1	1	1	
特殊道具	405	9395	206	0	9355	9365	9375	9385		1	1	1	1	
新手戒	419	18970	206	10	9614	9625	9613	9615	12822	5	20	1	1	20
窍靛 饭歹 秋抚	420	3601	207	45	10400	18211				2	20			
宏沸令 秋抚	421	3602	207	45	9611	10400				3	3			
乔肺胶	422	3611	207	45	9611	10400	9612			4	3	2		
哎饭酒	423	3612	207	45	9611	10400	9612	10401		5	2	3	2	
促捞酒旦	424	3622	207	45	9611	9612	10401	9613		4	5	2	3	
酒捞攫 秋抚	425	3620	207	45	9611	9612	9613	10402		3	10	3	1	
官绊齿	426	3632	207	45	9611	9612	9613	9614		4	4	5	5	
去靛 秋抚	427	3635	207	45	9611	9612	9613	9614	10403	5	5	5	5	2
坷锹 秋抚	428	3642	207	45	10403	9614	9615			5	5	8		
弊府农 秋抚	429	3640	207	45	10403	9614	9615	10404		5	5	5	5	
官哼飘	430	3654	207	45	9615	10404	9616			5	5	8		
俊骇 秋抚	431	3651	207	45	10404	9615	10405	9616		5	5	5	5	
唱捞飘 皋飘	432	3662	207	45	18449	9615	9616	10405	9617	1	8	4	4	5
胶瓶 皋飘	433	3664	207	45	10404	10004	9616	9617	10006	9	20	5	5	20
固胶飘 扩靛	434	3670	207	45	18451	10405	9617	10006	9618	5	5	5	20	5
胶莆罢 秋抚	435	3671	207	45	9612	10406	9618	10007		10	5	5	20	
芭令 秋抚	436	3683	207	45	10406	10006	9618	10007	9619	3	20	3	20	5
弊扼胶去	437	3682	207	45	18449	18451	10406	9619	10008	1	1	4	8	20
唱捞明啊歹	438	3693	207	45	10406	9618	9619	10008	9620	3	3	5	20	3
固教 啊力飘	439	3692	207	45	18450	18449	9619	9620	10009	4	4	5	5	20
胶瓶 皋飘+	440	3675	207	45	9617	9618	10007	9630	18509	7	5	20	20	20
荐锋狼 捧备	441	235	207	60	18858	18449	18450	9617		1	2	2	10	
捞弊畴绢	443	237	207	120	308	18449	18450	9640		1	1	1	15	
霸坷福弊秋镐	444	601400	207	45	10100	9615	9614	9700		20	4	4	3	
特殊道具	460	9390	207	0	9350	9360	9370	9380		1	1	1	1	
特殊道具	461	9391	207	0	9351	9361	9371	9381		1	1	1	1	
特殊道具	462	9392	207	0	9352	9362	9372	9382		1	1	1	1	
特殊道具	463	9393	207	0	9353	9363	9373	9383		1	1	1	1	
特殊道具	464	9394	207	0	9354	9364	9374	9384		1	1	1	1	
特殊道具	465	9395	207	0	9355	9365	9375	9385		1	1	1	1	
新手戒	479	18970	207	10	9614	9625	9613	9615	12822	5	20	1	1	20
伙海狼 葛磊	480	4004	208	45	10400	18211				2	20			
迭迭茄 葛磊	481	4001	208	45	10400	10000	18211			4	20	20		
某林倔 寝	482	4011	208	45	10400	10000	10401	12801		5	20	2	20	
饭歹 寝	483	4013	208	45	10400	18211	10401	10001	12801	6	20	3	20	20
窍靛 饭歹 寝	484	4022	208	45	9611	18211	10401	10402		4	20	5	4	
橇府萍 寝	485	4020	208	45	10400	10401	10402	12803		6	6	5	20	
岗里捞 寝	486	4032	208	45	10400	12801	10402	12802	10403	6	20	6	20	6
清莫 母	487	4031	208	45	18211	10401	10402	12803		20	11	11	20	
俊老 母	488	4040	208	45	10403	12803	10404			7	20	10		
郡饭碍飘 寝	489	4042	208	45	10403	10405	12804			8	10	20		
采 崔赴 剐陇葛磊	490	4054	208	45	12801	12802	12803	10403	12804	20	20	20	19	20
宏沸令 寝	491	4051	208	45	9611	10403	12805			15	14	20		
滚萍拿 饭牢	492	4064	208	45	18311	10404	10405	12806		5	10	10	20	
坷乔既 钮萍	493	4062	208	45	18312	12804	12806	10406		5	20	20	13	
胶内靛 付农	494	4070	208	45	10403	10404	10406	12807		5	5	10	20	
岗里捞 聪飘	495	4074	208	45	18453	12805	12807	10407		1	20	20	10	
喉风 府夯	496	4082	208	45	18211	12806	10406	10407	12808	20	20	6	8	20
窍捞靛飘腐	497	4084	208	45	18450	10402	12807	10407	12808	2	20	20	10	20
档唱狼 葛磊	498	4091	208	45	10403	10407	10408	12809		5	5	7	20	
促快皋捞狼 葛磊	499	4092	208	45	18454	18453	10405	12809	10409	5	2	5	20	5
钮萍 寝+	500	4075	208	45	18312	12806	12807	12810	18509	10	20	20	20	20
荐锋狼 葛磊	501	240	208	60	18859	18449	18450	12806		1	2	2	20	
坷具葫狼 葛磊	502	241	208	60	18859	18449	18450	12811		2	3	3	20	
龋扼捞琉 咖瘤	503	242	208	120	309	18449	18450	12812		1	1	1	20	
坷酱 秦飘	504	601600	208	45	10405	10402	12804	10100	18310	4	10	20	20	2
特殊道具	520	9390	208	0	9350	9360	9370	9380		1	1	1	1	
特殊道具	521	9391	208	0	9351	9361	9371	9381		1	1	1	1	
特殊道具	522	9392	208	0	9352	9362	9372	9382		1	1	1	1	
特殊道具	523	9393	208	0	9353	9363	9373	9383		1	1	1	1	
特殊道具	524	9394	208	0	9354	9364	9374	9384		1	1	1	1	
特殊道具	525	9395	208	0	9355	9365	9375	9385		1	1	1	1	
新手戒	539	18970	208	10	9614	9625	9613	9615	12822	5	20	1	1	20
家橇飘 饭歹 酒赣	540	4400	209	60	9611	10000	18211			3	20	20		
宏饭胶飘 敲饭捞飘	541	4405	209	60	9611	10000	9612			4	20	3		
宏沸令 酒赣	542	4410	209	60	9611	10000	9612	10001		7	20	2	20	
扼捞飘 酒赣	543	4411	209	60	9611	18211	9612	9613		4	20	5	3	
扼捞飘 眉牢 皋老	544	4420	209	60	9611	9612	10002			6	10	20		
傅 皋老	545	4421	209	60	9611	9612	10001	9613	9614	5	4	20	5	4
掂倔 酒赣	546	4430	209	60	9612	9613	10002	9614		13	4	20	2	
胶敲赴飘 皋老	547	4434	209	60	9612	9613	10002	9614	10004	6	9	20	8	20
扼羔扼 酒赣	548	4442	209	60	9612	9613	9614	10003	9615	5	10	7	20	5
眉牢 皋老	549	4444	209	60	9612	9613	9614	9615	10004	5	5	8	10	20
敲饭捞飘 内飘	550	4459	209	60	9613	9614	9615	10004	9616	5	5	5	20	10
肺府墨 技弊膏鸥鸥	551	4458	209	60	9613	9614	9615	9616	10005	6	6	6	10	20
鞘靛 敲饭捞飘	552	4464	209	60	9612	9615	9616	10005	9617	20	5	5	20	8
榜电 敲饭捞飘	553	4461	209	60	18454	9614	9615	9616	9617	1	10	10	10	10
钱 皋呕 酒赣	554	4470	209	60	9612	9617	9618			20	10	10		
厚胶飘 酒赣	555	4471	209	60	18455	9613	10005	9617		1	15	20	20	
袍敲 酒赣	556	4484	209	60	9619	9617	9618	10007		10	10	10	20	
埔乓 酒赣	557	4481	209	60	18450	9612	9617	9618	9619	5	20	10	10	12
磨孺狼 癌渴	558	4490	209	60	9616	9617	9618	9619	9620	5	5	10	10	5
唱捞飘 鳃飘	559	4491	209	60	18450	18449	9615	9619	9620	5	5	20	10	10
鞘靛 敲饭捞飘+	560	4475	209	60	9617	9618	10006	9630	18509	13	15	10	20	20
荐锋狼 癌渴	561	245	209	60	18860	18449	18450	9617		1	2	2	20	
PRAHS-08ZM	563	247	209	120	310	18449	18450	9640		1	1	1	20	
橇鄂玛 酒赣	564	601800	209	60	9612	9700	9615	9616	10100	3	6	5	4	20
特殊道具	580	9390	209	0	9350	9360	9370	9380		1	1	1	1	
特殊道具	581	9391	209	0	9351	9361	9371	9381		1	1	1	1	
特殊道具	582	9392	209	0	9352	9362	9372	9382		1	1	1	1	
特殊道具	583	9393	209	0	9353	9363	9373	9383		1	1	1	1	
特殊道具	584	9394	209	0	9354	9364	9374	9384		1	1	1	1	
特殊道具	585	9395	209	0	9355	9365	9375	9385		1	1	1	1	
新手戒	599	18970	209	10	9614	9625	9613	9615	12822	5	20	1	1	20
咯青磊狼 渴	600	4803	210	60	10400	18211	10000			4	20	10		
酒怪 促喉房	601	4806	210	60	9611	10400	18211	10401		3	3	20	2	
其歹 酱明	602	4812	210	60	10400	18211	10401			11	20	2		
饭歹 酱明	603	4813	210	60	9611	10400	18211	10401	10402	2	5	20	5	4
窍靛 饭歹 酱明	604	4823	210	60	10400	18211	10401	9613	10402	5	20	5	3	6
眉牢 酱明	605	4821	210	60	18211	9612	9613	10403		20	15	5	2	
瘤迄	606	4834	210	60	18211	9613	10402	10403		20	5	7	10	
酒农瓢	607	4833	210	60	18211	10402	10403	9615		20	10	10	4	
坷海福	608	4845	210	60	18211	9612	10403	9615	10404	20	10	6	5	5
坷农瓢	609	4844	210	60	18211	9613	10403	10404	9616	20	5	10	5	5
坷骇怜	610	4855	210	60	18211	9612	9613	10403	9616	20	10	7	10	5
荤捞农矾胶	611	4853	210	60	18211	9612	10403	9615	9616	20	15	10	5	5
喉矾靛 内飘	612	4860	210	60	18456	10403	10406			1	20	10		
迄 汽	613	4867	210	60	10403	9616	10405	10406		5	5	5	10	
胶怕橇 痢欺	614	4871	210	60	18310	18311	18312	18313	10407	50	50	50	50	20
鲤纳捞胶	615	4873	210	60	9612	10403	10405	9618	10407	10	10	10	5	5
技老矾	616	4882	210	60	10401	10404	9619	10407	10408	10	10	1	5	10
柳其捞	617	4883	210	60	18451	18450	10405	10407	10408	1	1	10	10	15
叼官快飘	618	4892	210	60	9620	10403	10405	10407	10409	1	10	10	10	10
家匡 箕快飘	619	4893	210	60	18456	18443	18450	10405	10409	1	1	4	20	15
迄 汽+	620	4877	210	60	9617	10405	10410	12810	18509	13	15	10	20	20
荐锋狼 渴	621	250	210	60	18861	18449	18450	12806		1	2	2	20	
固匙福官狼 埔萍	623	251	210	120	311	18449	18450	12812		1	1	1	20	
酱刨 酱明	624	602001	210	60	10100	9700	9614	9615	10405	20	4	3	7	4
特殊道具	640	9390	210	0	9350	9360	9370	9380		1	1	1	1	
特殊道具	641	9391	210	0	9351	9361	9371	9381		1	1	1	1	
特殊道具	642	9392	210	0	9352	9362	9372	9382		1	1	1	1	
特殊道具	643	9393	210	0	9353	9363	9373	9383		1	1	1	1	
特殊道具	644	9394	210	0	9354	9364	9374	9384		1	1	1	1	
特殊道具	645	9395	210	0	9355	9365	9375	9385		1	1	1	1	
新手戒	659	18970	210	10	9614	9625	9613	9615	12822	5	20	1	1	20
其歹 肺宏	660	5206	211	60	10400	18211	10000			4	20	10		
扼捞飘 饭歹 肺宏	661	5205	211	60	10400	18211	10401	10000		5	20	4	10	
皋浆 肺宏	662	5212	211	60	10400	18211	10401	10001		2	20	10	10	
喇 肺宏	663	5211	211	60	10400	18211	10401	10402	10001	4	20	10	2	10
窍靛 饭歹 肺宏	664	5224	211	60	10400	18211	10401	10402	10002	7	20	8	5	10
傅 肺宏	665	5223	211	60	10400	9612	10402	10403	10002	5	8	7	3	10
肺宏 坷宏 农肺快	666	5233	211	60	10400	18211	10402	10403	10003	10	20	10	6	10
风葱 肺宏	667	5231	211	60	10400	18211	10402	10404	10003	6	20	10	11	10
付牢靛 局浆	668	5242	211	60	10400	18211	10403	10405	10003	10	20	10	11	10
浚剖何福弊	669	5244	211	60	10400	18211	9614	10405	10004	5	20	5	15	10
窍捞敲饭捞绢	670	5250	211	60	10403	9615	10405	10005		13	10	5	10	
陵鄂烈福陵	671	5253	211	60	18211	10403	10404	9616	10005	20	20	6	5	10
酒胶抛府酒 啊靛	672	5261	211	60	18451	9614	9616	10406		1	10	10	20	
钮绢 付牢靛	673	5262	211	60	10403	9615	10406	9617		5	5	10	5	
纳捞坷胶 啊靛	674	5272	211	60	18443	10403	10405	10407	9618	1	5	5	5	10
